TYPVOIE;PREVOIE;NOMVOIE;TYPO;DATE_ARRET;CDGI;HISTO;TEXTE;QUARTIER;1er;2e;3e;4e;5e;6e;7e;8e;9e;10e;11e;12e;13e;14e;15e;16e;17e;18e;19e;20e;ARRON
rue;de;charonne;rue de Charonne;;1888;"Orig. du nom. ~ Conduisait à Charonne.
Historique. ~ Ancien chemin existant au commencement du XVIIe siècle.
";"Alignements (retenus au POS et non repris au PLU). ~ Arr. du 23 août 1937, au droit des nos 171 à 175 et 183 à 197.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 6 mai 1827, côté pair depuis le n° 32 jusqu'à l'avenue Ledru-Rollin et sur une longueur de 22 m environ à partir de cette voie. Déc. du 30 janvier 1912, côté impair, sur une longueur de 35 m environ à partir de l'avenue Ledru-Rollin. Arr. du 7 février 1969 (relatif à l'impasse Charrière) au droit des immeubles 84 à 90. Arr. du 23 août 1937, le surplus et pans coupés, côté pair, aux angles des passages Saint-Antoine et Josset, sauf au droit des nos 170 à 178, 171 à 175 et 183 à 197.
Alignements (non retenus au PAZ de la Zac ""Dorian"" et non repris au PLU). ~ Arr. du 23 août 1937, au droit des nos 170 à 178.
Nivellement. ~ Arr. du 23 août 1937.";Roquette. Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;charrière;rue Charrière;31/07/1997;1892;"Historique. ~ Précédemment, impasse Charrière, antérieurement passage Charrière et plus anciennement passage Lacharrière.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 7 février 1969.
Monument classé. ~ Eglise Sainte-Marguerite (parois décorées de peintures murales).
Dénomination. ~ Changement de libellé par arr. mun. du 31 juillet 1997.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;du;chevet;rue du Chevet;;1999;"Orig. du nom. ~ Située au chevet de l'église Saint-Joseph.
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 22 février 1865 (UP), sauf côté pair (au droit de l'église Saint-Joseph) dont les alignements n'ont pas été suivis.
Dénomination. ~ Arr. du 1er février 1877.";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;chevreul;rue Chevreul;;2002;"Orig. du nom. ~ Michel Eugène Chevreul (1786-1889), chimiste français, directeur du Muséum d'histoire naturelle.
Historique. ~ Précédemment, rue Félix Hurez.
";"Ouverture. ~ Ouverte en 1881.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 14 août 1884.
Dénomination. ~ Arr. du 24 janvier 1884.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;condillac;rue Condillac;;2264;"Orig. du nom. ~ Etienne Bonnot de Condillac (1715-1780), philosophe.
";"Ouverture, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 6 juillet 1882 (UP).
Dénomination. ~ Arr. du 10 novembre 1885.";Saint-Ambroise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;du;coq;cour du Coq;;2314;"Orig. du nom. ~ Surnom d'un propriétaire.
";"
";Saint-Ambroise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;des;trois couronnes;rue des Trois Couronnes;;9458;"Orig. du nom. ~ Dû probablement à une enseigne.
Historique. ~ Elle fut appelée rue du chemin de Franciade pendant la Révolution. La partie qui était comprise entre la rue Morand et le boulevard de Belleville a été réunie à la rue d'Angoulême (actuellement rue Jean-Pierre Timbaud) par arrêté préfectoral du 28 décembre 1894.
";Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 6 août 1859.;Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
passage;;courtois;passage Courtois;;2404;"Orig. du nom. ~ M. Courtois, propriétaire.
";"Classement et nivellement. ~ Arr. du 5 octobre 1967.
";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cité;du;couvent;cité du Couvent;;2414;"Orig. du nom. ~ Située sur l'emplacement de l'ancien couvent des Dames de Saint-Benoist.
";"Ouverture. ~ Ouverte en 1926.
Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 11 mai 1993.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cité;de;crussol;cité de Crussol;;2476;"Orig. du nom. ~ Voisinage de la rue de Crussol.
";"Création. ~ Créée en 1827.
";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;de;crussol;rue de Crussol;;2475;"Orig. du nom. ~ Alexandre Charles Emmanuel, Chevalier de Crussol (1743-1815), nommé administrateur général du Grand Prieuré de France. Etait bailli du Temple lorsque fut ouverte la partie la plus ancienne de la voie.
";"Ouverture. ~ Ord. du 31 mars 1846 (UP), partie A. Lettres patentes du 13 octobre 1781, exécutées en 1788, partie B.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 31 mars 1846 (UP), partie A. Ord. du 26 décembre 1844, partie B, sauf au droit des nos 27 et 22.";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
passage;de la;main d'or;passage de la Main d'Or;;5919;"Orig. du nom. ~ Enseigne d'une auberge.
Historique. ~ Précédemment cour de la Main d'Or.
";"Classement et nivellement. ~ Arr. du 11 janvier 1966.
";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;de l';étoile d'or;cour de l'Étoile D'Or;;3399;"Orig. du nom. ~ Enseigne de l'Etoile d'or.
";"
";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;de la;main d'or;rue de la Main D'Or;;5920;"Orig. du nom. ~ Voir : Main d'Or (passage de la).
Historique. ~ Ouverte par M. Carnaud.
";"Ouverture. ~ Ouverte en 1893.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 14 janvier 1933.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;du;dahomey;rue du Dahomey;;2515;"Orig. du nom. ~ Partie de l'ex Union française située en Afrique.
Historique. ~ Dénommée anciennement cul-de-sac du Petit Jardinet ; puis, impasse Saint-Bernard, cul-de-sac Sainte-Marguerite, passage Saint-Bernard.
";"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 6 mai 1827.
Dénomination. ~ Arr. du 28 décembre 1894.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
passage;;charles dallery;passage Charles Dallery;20/05/1933;1817;"Orig. du nom. ~ Charles Dallery (1754-1835), célèbre par ses travaux sur la navigation à vapeur.
Historique. ~ Précédemment, passage Vaucanson. La partie débouchant sur la rue de la Roquette, indiquée sur le plan de Jouvin de Rochefort (1672), était anciennement l'impasse ou cul-de-sac de la Roquette ; elle fut prolongée sur les terrains de l'Hôtel Vaucanson vers 1840.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 14 janvier 1933.
Numérotage. ~ Arr. du 12 avril et 14 mai 1884.
Dénomination. ~ Déc. du 10 novembre 1877, confirmé par arrêté du 20 mai 1933.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;;damoye;cour Damoye;;2529;"Orig. du nom. ~ M. Damoye, propriétaire.
";"Ouverture. ~ Ouverte en 1780.
";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;darboy;rue Darboy;;2563;"Orig. du nom. ~ Georges Darboy (1813-1871), archevêque de Paris ; voisinage de l'église Saint-Joseph.
Historique. ~ Précédemment rue latérale à l'église Saint-Joseph dans la partie B.
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 22 février 1865 (UP), sauf côté pair, partie B (au droit de l'église Saint-Joseph), dont les alignements n'ont pas été suivis. La partie A a été ouverte en 1889.
Numérotage. ~ Arr. du 30 mai 1893.
Dénomination. ~ Déc. du 10 février 1875.";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
impasse;;daunay;impasse Daunay;;2588;"Orig. du nom. ~ Voisinage de l'ancienne barrière d'Aunay.
Historique. ~ Précédemment impasse d'Aunay.
";"Création. ~ Créée en 1858.
Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 6 juillet 1993.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;daval;rue Daval;;2599;"Orig. du nom. ~ Antoine François Daval, échevin de 1777 à 1779.
Historique. ~ La rue Daval commençait avant 1925 au boulevard Beaumarchais. A cette époque, on a donné le nom de rue du Pasteur Wagner à la partie de la rue Daval comprise entre le boulevard Beaumarchais et le boulevard Richard Lenoir.
";"Ouverture. ~ Lettres patentes du 2 septembre 1780.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du Pouvoir exécutif du 2 octobre 1848. Arr. du 14 janvier 1933, au droit des nos 20, 21, 23.
Dénomination. ~ Lettres patentes du 2 septembre 1780.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;;debille;cour Debille;;2622;"Orig. du nom. ~ M. Debille, propriétaire.
Historique. ~ La cour Debille commençait précédemment rue de la Roquette, 120. Une partie a été supprimée en 1934 par l'ouverture de l'avenue Ledru-Rollin.
";Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 21 février 1990.;Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;deguerry;rue Deguerry;;2647;"Orig. du nom. ~ Gaspard Deguerry (1797-1871), curé de la Madeleine ; voisinage de l'église Saint-Joseph.
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 22 février 1865 (UP), sauf, côté impair, partie B (au droit de l'église Saint-Joseph) dont les alignements n'ont pas été suivis. La partie A a été ouverte en 1889.
Dénomination. ~ Déc. du 10 février 1875.";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
impasse;;delaunay;impasse Delaunay;;2663;"Orig. du nom. ~ M. Delaunay, l'un des anciens propriétaires riverains.
Historique. ~ Anciennement cul-de-sac de la Croix Faubin (1811), cul-de-sac de la Muette, cour des Sureaux et cul-de-sac Launay. La Croix Faubin était autrefois un petit hameau.
";Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 6 mai 1827.;Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;robert et sonia delaunay;rue Robert Et Sonia Delaunay;13/11/1991;8266;"Orig. du nom. ~ Robert (Paris, 1885-Montpellier, 1941) et Sonia (Odessa, 1885-Paris, 1979) Delaunay, peintres d'origine respectivement française et russe.
Historique. ~ La rue Robert Et Sonia Delaunay a englobé une partie du passage Etienne Delaunay et la voie provisoirement dénommée AC/11 lors de l'aménagement de la Zac ""Dorian"".";"Ouverture. ~ Arr mun. de voirie d'ouverture en voie publique le 13/02/1998.
Dénomination. ~ Arr. mun. du 13 novembre 1991.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
impasse;;delépine;impasse Delépine;;2671;"Orig. du nom. ~ M. Delépine, propriétaire.
";Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 11 mai 1993.;Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;;delépine;cour Delépine;;2672;"Orig. du nom. ~ Voisinage de l'impasse Delépine.
";"
";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;charles delescluze;rue Charles Delescluze;23/01/1930;1821;"Orig. du nom. ~ Louis Charles Delescluze (1809-1871), journaliste et homme politique français, membre de la Commune.
Historique. ~ L'ouverture de la rue Charles Delescluze a englobé la partie du passage Saint-Bernard qui débouchait rue Saint-Bernard et rue de la Forge Royale.
";"Ouverture, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 10 décembre 1924 (UP).
Numérotage. ~ Arr. du 26 mars 1930.
Dénomination. ~ Arr. du 23 janvier 1930.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;desargues;rue Desargues;14/06/1946;2716;"Orig. du nom. ~ Gérard ou Gaspard Desargues (1593-1662), ingénieur et mathématicien français.
Historique. ~ Précédemment, impasse de l'Orillon.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 15 février 1938.
Dénomination. ~ Arr. du 14 juin 1946.";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;camille desmoulins;rue Camille Desmoulins;;1459;"Orig. du nom. ~ Camille Desmoulins (1760-1794), écrivain et homme politique français.
";"Ouverture. ~ Déc. du 11 août 1937 (UP), sur une longueur de 6 m environ avant la cité Industrielle. Ouverte en 1883 dans la partie C et en 1910 dans la partie B.
Classement. ~ Arr. du 28 août 1931, entre la cité Industrielle et la rue Pétion (B). Déc. du 18 novembre 1886, entre les rues Pétion et Saint-Maur (C).
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 11 août 1937 (UP), partie A et pans coupés de 5 m sur les nos 8 et 9 aux angles du côté pair de la cité Industrielle. Arr. du 28 août 1931, partie B. Déc. du 18 novembre 1886, partie C.
Numérotage. ~ Arr. du 15 février 1938.
Dénomination. ~ Arr. du 23 décembre 1937, parties A et B. Arr. du 3 décembre 1885, partie C.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;dranem;rue Dranem;04/08/1960;2926;"Orig. du nom. ~ Armand Ménard, dit Dranem (1869-1935), artiste de music-hall français.
Historique. ~ Précédemment dénommée petite impasse Gaudelet.
";"Nota. ~ Voie fermée à la circulation publique (arr. mun. du 29 décembre 1994).
Dénomination. ~ Déc. préf. du 4 août 1960.
";Saint-Ambroise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
passage;;dudouy;passage Dudouy;;2957;"Orig. du nom. ~ M. Dudouy, propriétaire.
";"
";Saint-Ambroise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
passage;;dumas;passage Dumas;;2982;"Orig. du nom. ~ Voisinage de la rue Alexandre Dumas.
Historique. ~ Précédemment, voie privée ouverte à la circulation publique (arr. du 23 juin 1959). Elle avait été dénommée impasse des Jardiniers.
";"Ouverture. ~ Ouverte en 1823.
Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 6 août 1992.
Dénomination. ~ Arr. du 1er février 1877.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cité;;dupont;cité Dupont;;3008;"Orig. du nom. ~ M. Dupont, propriétaire.
";Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 14 décembre 1992.;Saint-Ambroise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;duranti;rue Duranti;;3027;"Orig. du nom. ~ Jean Etienne Duranti (1534-1589), magistrat français, président du Parlement de Toulouse ; groupe de noms de magistrats ; voisinage de l'ancienne maison d'arrêt de la Petite Roquette.
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 11 juillet 1860.
Dénomination. ~ Déc. du 2 mars 1864.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cité;;durmar;cité Durmar;;3043;"Orig. du nom. ~ M. Durmar, propriétaire.
";"
";Saint-Ambroise.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;du;saint-esprit;cour du Saint-Esprit;;8593;"Orig. du nom. ~ Ancienne enseigne.
";"
";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
voie;;f/11;voie F/11;;X261;;;Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;des;fabriques;cour des Fabriques;;3480;"Orig. du nom. ~ Situé dans un quartier industriel.
";"
";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;faidherbe;rue Faidherbe;;3485;"Orig. du nom. ~ Louis Léon César Faidherbe (1818-1889), général, gouverneur du Sénégal, commandant en chef de l'armée du Nord en 1870.
";"Ouverture, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 11 mars 1899 (UP).
Numérotage. ~ Arr. du 2 juin 1891.
Dénomination. ~ Arr. du 18 avril 1890.";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;de la;croix faubin;rue de la Croix Faubin;28/01/1904;2455;"Orig. du nom. ~ La croix Faubin, autour de laquelle s'était formé le hameau du même nom, était située dans le voisinage, au coin des rues de Charonne et des Boulets.
Historique. ~ Précédemment, rue Charles Garnier. Ouverte par le département de la Seine sur l'emplacement de l'ancien dépôt des condamnés.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 17 mars 1903.
Dénomination. ~ Arr. du 28 janvier 1904.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
boulevard;;jules ferry;boulevard Jules Ferry;20/02/1911;5081;"Orig. du nom. ~ Jules, François, Camille Ferry (1832-1893), avocat et homme politique français. Il fit adopter les principales mesures de réforme de l'enseignement public (laïcité, gratuité, caractère obligatoire de l'enseignement primaire) et contribua à établir les grandes libertés publiques (libertés de réunion, de presse, liberté syndicale).
Historique. ~ Cette voie qui recouvre le canal Saint-Martin, a englobé une partie des quais de Valmy et de Jemmapes. La couverture du canal et la suppression des quais ont été approuvées par arrêté préfectoral du 27 juillet 1906.
";"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 20 février 1825. Déc. du 24 octobre 1933, pan coupé côté impair, à l'angle de la rue du Faubourg du Temple, côté pair.
Dénomination. ~ Arr. du 20 février 1911.";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;du;panier fleuri;cour du Panier Fleuri;;7025;"Orig. du nom. ~ En souvenir d'un opéra comique d'Ambroise Thomas.
";"
";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
passage;de la;fonderie;passage de la Fonderie;;3709;"Orig. du nom. ~ Quartier industriel.
";"Assainissement. ~ Arr. du 2 mars 1927.
";Folie-Méricourt.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
impasse;;franchemont;impasse Franchemont;;3783;"Orig. du nom. ~ M. Franchemont, propriétaire du terrain sur lequel la voie a été ouverte.
";Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 25 avril 1966.;Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
cour;des;trois frères;cour des Trois Frères;;9460;"Orig. du nom. ~ Donné par M. Vignes, propriétaire, qui avait trois fils.
";"
";Sainte-Marguerite.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;froment;rue Froment;;3877;"Orig. du nom. ~ Froment, inventeur du mécanisme employé dans la construction des horloges électriques, mort en 1865 ; quartier industriel.
";"Ouverture. ~ Déc. du 19 septembre 1866 (UP). Ouverte en 1889 entre les rues Sedaine et Bréguet et prolongée en 1905, jusqu'à la rue du Chemin Vert.
Alignements (retenus au POS et non repris au PLU). ~ Déc. du 19 septembre 1866 (UP) au droit des nos 1 à 21 et 2 à 14.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 14 janvier 1933 (relatif à la rue du Chemin Vert), pans coupés aux angles de la rue du Chemin Vert.
Dénomination. ~ Déc. du 10 août 1868.";Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
rue;;léon frot;rue Léon Frot;18/12/1944;5554;"Orig. du nom. ~ Léon Frot (1900-1942), conseiller municipal du XIe arrondissement, otage fusillé par les Allemands le 13 janvier 1942.
Historique. ~ Précédemment, partie de la rue des Boulets. Antérieurement : 1° rue des Boulets (partie), entre le boulevard Voltaire et la rue de Charonne ; 2° rue de la Muette (anciennement rue de Richebourg), entre les rues de Charonne et de la Roquette. La partie comprise entre le boulevard Voltaire et la rue Mercoeur est indiquée sur le plan de Jouvin de Rochefort (1672).
";"Ouverture. ~ Ord. du 11 septembre 1816 (UP), entre les rues Mercoeur et de la Roquette.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 22 septembre 1933, sauf : arr. du 6 janvier 1958, au droit des nos 1, 3 et 2 à 10 ; entre les rues de Charonne et de la Roquette ; les numéros impair à l'exclusion du n° 33.
Alignements (retenus au POS et non repris au PLU). ~ Déc. du 22 septembre 1933, entre le boulevard Voltaire et la rue de Charonne et au droit du n° 33.
Numérotage. ~ Arr. du 18 mai 1945.
Dénomination. ~ Arr. du 18 décembre 1944.";Sainte-Marguerite. Roquette.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;XIe
