"Nom de l’activité";"Spécialité";"Description";"Nom du centre de santé";"Jour";"Heure de début";"Heure de fin";"Adresse - nom du centre";"Adresse - rue";"Adresse - code postal";"Adresse - ville";"Numéro de téléphone";"Adresse mail";"Site internet";"Latitude";"Longitude"
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Mercredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Mercredi";"soirée";"#VALEUR !";"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Jeudi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Jeudi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Vendredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Vendredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Institut Alfred Fournier";"Samedi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Lundi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Lundi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Mardi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Mardi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Mercredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Jeudi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Jeudi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Vendredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Andrologie";"L'andrologie s'intéresse au diagnostic et au traitement des dysfonctionnements de la « santé masculine », c'est à dire des problèmes de l'appareil reproducteur et du système urologique.";"Institut Alfred Fournier";"Vendredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Lundi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Lundi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Mardi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Mardi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Mercredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Mercredi";"soirée";"#VALEUR !";"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Jeudi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Jeudi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Vendredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Vendredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Lundi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Mardi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Mardi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Mercredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Jeudi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Jeudi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Vendredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Vendredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Institut Alfred Fournier";"Samedi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Endocrinologie";"L'endocrinologie s'intéresse au diagnostic et au traitement des troubles de fonctionnement des glandes : thyroïde, pancréas, gonades, (testicule, ovaire), surrénales, parathyroïdes et hypophyse, et des produits qu'elles sécrètent, les hormones.";"Institut Alfred Fournier";"Mardi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Endocrinologie";"L'endocrinologie s'intéresse au diagnostic et au traitement des troubles de fonctionnement des glandes : thyroïde, pancréas, gonades, (testicule, ovaire), surrénales, parathyroïdes et hypophyse, et des produits qu'elles sécrètent, les hormones.";"Institut Alfred Fournier";"Mardi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gastro-entérologie";"La gastro-entérologie s'intéresse au diagnostic et au traitement des maladies ou troubles fonctionnels du tube digestif, de l'œsophage à l'anus y compris les organes annexes : le foie, la vésicule biliaire et le pancréas.";"Institut Alfred Fournier";"Lundi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gastro-entérologie";"La gastro-entérologie s'intéresse au diagnostic et au traitement des maladies ou troubles fonctionnels du tube digestif, de l'œsophage à l'anus y compris les organes annexes : le foie, la vésicule biliaire et le pancréas.";"Institut Alfred Fournier";"Vendredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Lundi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mardi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mardi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mercredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Jeudi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Jeudi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Vendredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Vendredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Samedi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Lundi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mardi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mardi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Mercredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Jeudi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Jeudi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Colposcopie";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Institut Alfred Fournier";"Vendredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Pathologie Infectieuse et Tropicale";"La pathologie infectieuse et tropicale s'intéresse aux patients atteint d'infection bactérienne, virale, fongique ou parasitaire complexes et aux maladies infectieuses émergentes (HIV, Hépatites, paludisme).";"Institut Alfred Fournier";"Vendredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Angiologie-phlébologie";"L'angio-phlébologie s'intéresse au diagnostic et au traitement des pathologies des vaisseaux sanguins (artères et veines) et des vaisseaux lymphatiques.";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Institut Alfred Fournier";"Lundi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Institut Alfred Fournier";"Mardi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Institut Alfred Fournier";"Mercredi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Institut Alfred Fournier";"Mercredi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Institut Alfred Fournier";"Jeudi";08:00:00 AM;12:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Institut Alfred Fournier";"Jeudi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
"Consultation";"Psychologie";"La psychologie s'intéresse à l'étude du psychisme comme structure de fonctionnement et à l'évaluation des processus mentaux dans leur ensemble en prenant en compte les manifestations de la subjectivité.";"Institut Alfred Fournier";"Lundi";01:00:00 PM;06:00:00 PM;"Institut A. Fournier";"25, boulevard Saint Jacques";75014;"Paris";"01 40 78 26 00";;;48.83;2.34
